,Restaurant_name,review_title,review_content,review_rating
141,The Ledbury,Not worth the hype or the 2 stars,"Came to ledbury after seeing so many great rewievs, and hoped for a gourmet meal. 
We were very dissapointed about the food. It was extremely expensive and we got very few gourmet flavours. Some of the dishes vere so undelicate that we didnt want to...More",2
142,The Ledbury,Truly perfect,The Ledbury was one of the best dining experiences of my life. The food is contemporary with high quality ingredients and amazing presentation. The service is attentive and friendly a balance that is usually hard to achieve. No wonder you need to book months in...More,5
143,The Ledbury,Amazing birthday treat,"My partner wanted here for his birthday meal, even though it meant traveling down from the Cotswolds and staying the night in London this restaurant did not disappoint!! The food was truly beautiful and the service was second to none!",5
144,The Ledbury,We had the MOST amazing meal,"What an unbelievable experience.  I was LUCKY enough to get a table for my wife, her sister, my daughter and I while we were visiting London just prior to Christmas.  I had read good reviews, and had high hopes, but nothing had prepared me, or...More",5
145,The Ledbury,I wanted to love it.,"We had the long tasting menu and I felt let-down by the flavours in several dishes; they just were't special enough. The wine, however, was amazing. I was very excited to visit but I won't return. Try Core by Clare Smyth around the corner for...More",3
146,The Ledbury,Outstanding service,Outstanding customer service. The food and their interiors are of very high standard. The lobster tail was one of my favourites. Extremely good food and service.,5
147,The Ledbury,Fantastic ,"Went for dinner Saturday evening amazing meal who knew you could do such amazing things with an egg?!!! The artichoke starter was excellent too. The wine was brilliant 
The restaurant manager from Bolton took our Yorkshire ribbing well and was great we loved the interaction...More",5
148,The Ledbury,Wonderful,"Wife's birthday. Saturday lunchtime. Booked months before. Signed birthday card on the table greeted us plus a few other special treats during the ~3 hours. 

6 course tasting menu with matching wines. We did not have the optional cheese course.

Lovely friendly but efficient staff....More",5
149,The Ledbury,Amazing birthday dinner! ,"The restaurant is not located in central London and took a good 30 minutes taxi ride to get back to the Shard. 

Surprisingly the restaurant does not have a strict dress code policy like most other michelin star restaurants. I like the vibe that it...More",5
150,The Ledbury,One of the best meals of my life,"We had been wanting to come for a long time and finally got a reservation.  The two of us had the tasting menu.   

The space is elegant but not formal.  The staff are friendly and helpful.   

The food is fantastic.  The meal was also beautifully...More",5
151,The Ledbury,Amazing,It was an amazing experience. Had a great time. The food was superb. Their customer service was top notch. Hoping to visit very soon,5
152,The Ledbury,Outstanding,"In my opinion perfect had to book but my word absolutely amazing.
We had the tasting menu with a selection of fine wines.
Textures and flavours are out of this world.
Great evening thank you",5
153,The Ledbury,Lunch delight,Visited this restaurant for lunch.  It was a full house and luckily I had a booking.  The set lunch menu was full of surprises and every dish from start to finish was flawless.  The setting was decent but casual.  Enjoyed it so much and will...More,5
154,The Ledbury,The Michelin starred Brett Graham show + tasting menu,"We were two and we had a tasting menu for dinner.  One of the better Michelin starred restaurants.  I have seen many Michelin stars for dining  and must admit the Ledbury is not very intimate and boutique like most. The service was extremely good; Helpful,...More",5
155,The Ledbury,"excellent, with one annoyance","We visited and had an absolutely outstanding meal, with excellent service. While expensive, I think they offer much greater value for money than many other (very) expensive London restaurants. The dishes were complex but all worked. Plenty of bonus courses as well, making it seem...More",5
156,The Ledbury,THIS PLACE NEVER DISAPPOINTS!,"I only manage to get here three or four times a year but it remains my favourite restaurant in London.  The food is superb as you'd expect, everything looks stunning and your taste buds always have new experiences. Maybe best of all is that the...More",5
157,The Ledbury,Just super,"Had wanted to come for ages, I used to live next door but could never afford it. I finally went as a wedding gift and wasn’t disappointed. The staff are what make the restaurant that little bit above the rest. Friendly, knowledgeable, helpful, professional and...More",5
158,The Ledbury,Leading the Pack - Exceptional Service,"I visited the restaurant with a client and was blown away by the quality of the food, breadth and accessibility of the wine list, and friendly professionalism of the staff.  It is a winning combination.  The entire staff knew the details of each dish -...More",5
159,The Ledbury,"""Satisfies its notoriety""",Extremely radiant and astounding worth . Have been a couple of times and have not been disillusioned yet . All the staff take pride in the nourishment and administration.,5
160,The Ledbury,A Must Visit!,"Historically, London was not an important food destination. That has changed. The Ledbury is not only is a 2 star Michelin rated restaurant, but is rated by Forbes as the 42nd top restaurant in the world.

I can not say enough about the experience and...More",5
